"ID","TITLE","CATEGORY","AGE","COUNTER"
"book_ys79_019","土家族-生女儿种牡丹习俗的由来","有声故事","7-9岁",112
"book_ys79_018","土家族-土喇叭的来历","有声故事","7-9岁",113
"book_ys79_017","土家族-围裙的故事","有声故事","7-9岁",114
"book_ys79_016","傈僳族-阿普和阿娜的故事","有声故事","7-9岁",115
"book_ys79_015","傈僳族-阿宝和蜜蜂的故事","有声故事","7-9岁",116
"book_ys79_014","傈僳族-神弩的传说","有声故事","7-9岁",117
"book_ys79_013","傈僳族-傈僳族始祖木必的故事","有声故事","7-9岁",118
"book_ys79_012","侗族-芦笙的传说","有声故事","7-9岁",119
"book_ys79_010","侗族-四也挑歌传侗乡","有声故事","7-9岁",120
"book_ys79_021","拉祜族-上门做姑爷婚俗的传说","有声故事","7-9岁",121
"book_jd79_008","手机短信之谜","经典小说","7-9岁",122
"book_jd79_007","神秘枯井","经典小说","7-9岁",123
"book_th79_012","毛南族","童话故事","7-9岁",124
"book_th79_010","傈僳族","童话故事","7-9岁",125
"book_th79_009","黎族","童话故事","7-9岁",126
"book_th79_008","拉祜族","童话故事","7-9岁",127
"book_th79_007","侗族","童话故事","7-9岁",128
"book_th79_006","阿昌族","童话故事","7-9岁",129
"book_th79_005","小王子","童话故事","7-9岁",130
"book_th79_004","小海蒂","童话故事","7-9岁",131
"book_th79_003","王尔德童话集","童话故事","7-9岁",132
"book_th79_002","尼尔斯骑鹅旅行记","童话故事","7-9岁",133
"book_th79_011","满族","童话故事","7-9岁",134
"book_th79_013","畲族","童话故事","7-9岁",135
"book_th79_014","土家族","童话故事","7-9岁",136
"book_jd79_006","离奇失踪案","经典小说","7-9岁",137
"book_jd79_005","终极王者","经典小说","7-9岁",138
"book_jd79_004","九村突围","经典小说","7-9岁",139
"book_jd79_003","激战荒野",,"7-9岁, 10-12岁",140
"book_jd79_002","王者拉德","经典小说","7-9岁",141
"book_jd79_001","迈克传奇","经典小说","7-9岁",142
"book_th79_018","仡佬族","童话故事","7-9岁",143
"book_th79_017","瑶族","童话故事","7-9岁",144
"book_th79_016","锡伯族","童话故事","7-9岁",145
"book_th79_015","佤族","童话故事","7-9岁",146
"book_th79_001","爱丽斯漫游奇境","童话故事","7-9岁",147
"book_ys79_046","锡伯族-以箭为媒结良缘","有声故事","7-9岁",148
"book_ys79_058","黎族-船形屋的来历","有声故事","7-9岁",149
"book_ys79_057","黎族-绣面习俗的来历","有声故事","7-9岁",150
"book_ys79_056","黎族-槟榔的传说","有声故事","7-9岁",151
"book_ys79_055","黎族-山栏稻种的由来","有声故事","7-9岁",152
"book_ys79_054","阿昌族-龙女的故事","有声故事","7-9岁",153
"book_ys79_053","阿昌族-阿芒与阿衣的故事","有声故事","7-9岁",154
"book_ys79_052","阿昌族-檐柱上斜贴条幅的由来","有声故事","7-9岁",155
"book_ys79_051","阿昌族-早慨的故事","有声故事","7-9岁",156
"book_ys79_050","锡伯族-锡伯族与“大刀王君可”","有声故事","7-9岁",157
"book_ys79_049","锡伯族-聪明的猎人","有声故事","7-9岁",158
"book_ys79_059","黎族-黄道婆的故事","有声故事","7-9岁",159
"book_ys79_060","黎族-黎族的起源传说","有声故事","7-9岁",160
"book_th1012_001","傣族","童话故事","10-12岁",161
"book_th1012_011","维吾尔族","童话故事","10-12岁",162
"book_th1012_010","普米族","童话故事","10-12岁",163
"book_th1012_009","门巴族","童话故事","10-12岁",164
"book_th1012_008","珞巴族","童话故事","10-12岁",165
"book_th1012_007","柯尔克孜族","童话故事","10-12岁",166
"book_th1012_006","景颇族","童话故事","10-12岁",167
"book_th1012_005","京族","童话故事","10-12岁",168
"book_th1012_004","赫哲族","童话故事","10-12岁",169
"book_th1012_003","鄂伦春族","童话故事","10-12岁",170
"book_th1012_002","德昂族","童话故事","10-12岁",171
"book_ys79_048","锡伯族-特合勒的故事","有声故事","7-9岁",172
"book_ys79_047","锡伯族-关于语言沟通的故事","有声故事","7-9岁",173
"book_ys79_032","满族-旗袍的来历","有声故事","7-9岁",174
"book_ys79_031","满族-少年阿骨打的故事","有声故事","7-9岁",175
"book_ys79_030","毛南族-覃三九的故事","有声故事","7-9岁",176
"book_ys79_029","毛南族-石匠召里的故事","有声故事","7-9岁",177
"book_ys79_028","毛南族-猴鼓舞的由来","有声故事","7-9岁",178
"book_ys79_027","毛南族-三娘村的传说","有声故事","7-9岁",179
"book_ys79_026","毛南族-“顶卡花”的来历","有声故事","7-9岁",180
"book_ys79_025","拉祜族-金犁头的故事","有声故事","7-9岁",181
"book_ys79_024","拉祜族-酒的故事","有声故事","7-9岁",182
"book_ys79_023","拉祜族-火塘的来历","有声故事","7-9岁",183
"book_ys79_022","拉祜族-旱稻的传说","有声故事","7-9岁",184
"book_ys79_033","满族-满族起源的传说","有声故事","7-9岁",185
"book_ys79_034","满族-满族高底木鞋的来历","有声故事","7-9岁",186
"book_ys79_045","畲族-盘瓠的传说","有声故事","7-9岁",187
"book_ys79_044","畲族-焐年猪的故事","有声故事","7-9岁",188
"book_ys79_043","畲族-赵运龙习武退苗兵","有声故事","7-9岁",189
"book_ys79_042","畲族-插花姑娘","有声故事","7-9岁",190
"book_ys79_041","畲族-屠夫与金元宝的故事","有声故事","7-9岁",191
"book_ys79_040","畲族-三月三吃乌米饭的由来","有声故事","7-9岁",192
"book_ys79_039","瑶族-谈婚洞的故事","有声故事","7-9岁",193
"book_ys79_038","瑶族-白裤瑶的来历","有声故事","7-9岁",194
"book_ys79_037","瑶族-水笕的故事","有声故事","7-9岁",195
"book_ys79_036","瑶族-六月初六过半年的由来","有声故事","7-9岁",196
"book_ys79_035","满族-金兀术和噶拉哈的传说","有声故事","7-9岁",197
"book_ys46_042","汉族-牛郎织女的传说","有声故事","4-6岁",198
"book_ys46_041","汉族-灶王爷的传说","有声故事","4-6岁",199
"book_ys46_040","汉族-梁祝传说","有声故事","4-6岁",200
"book_ys46_039","汉族-女娲补天的故事","有声故事","4-6岁",201
"book_ys46_043","白族-三道茶的故事","有声故事","4-6岁",202
"book_ys46_044","白族-大理石的传说","有声故事","4-6岁",203
"book_ys46_045","白族-扎染的由来","有声故事","4-6岁",204
"book_ys46_046","白族-李宓的故事","有声故事","4-6岁",205
"book_ys46_047","白族-赶马人的故事","有声故事","4-6岁",206
"book_ys46_048","白族-雕龙记","有声故事","4-6岁",207
"book_ys46_049","纳西族-小东巴和神蛙的故事","有声故事","4-6岁",208
"book_ys46_038","汉族-五毒肚兜的故事","有声故事","4-6岁",209
"book_ys46_037","撒拉族-阿娜云红姬的故事","有声故事","4-6岁",210
"book_ys46_036","撒拉族-尕娃和熊","有声故事","4-6岁",211
"book_ys46_026","哈尼族-云海的传说","有声故事","4-6岁",212
"book_ys46_027","哈尼族-他朋然戛阿和她的孩子们","有声故事","4-6岁",213
"book_ys46_028","哈尼族-大雁领去的地方","有声故事","4-6岁",214
"book_ys46_029","哈尼族-摩咪姑娘的传说","有声故事","4-6岁",215
"book_ys46_030","塔塔尔族-幸福的秘密","有声故事","4-6岁",216
"book_ys46_031","塔塔尔族-撒班节的来历","有声故事","4-6岁",217
"book_ys46_032","塔塔尔族-聪明的姑娘","有声故事","4-6岁",218
"book_ys46_033","撒拉族-吝啬鬼亲家的故事","有声故事","4-6岁",219
"book_ys46_034","撒拉族-哈三的故事","有声故事","4-6岁",220
"book_ys46_035","撒拉族-太斯比海测吉凶的故事","有声故事","4-6岁",221
"book_ys46_025","俄罗斯族-猫统帅的故事","有声故事","4-6岁",222
"book_ys46_050","纳西族-纳西族的起源传说","有声故事","4-6岁",223
"book_ys46_064","裕固族-莫拉降雪妖的传说","有声故事","4-6岁",224
"book_ys46_065","裕固族-裕固族东迁的传说","有声故事","4-6岁",225
"book_ys46_066","达斡尔族-乌拉草的故事","有声故事","4-6岁",226
"book_ys46_067","达斡尔族-鸿雁的故事","有声故事","4-6岁",227
"book_ys46_068","鄂温克族-不怕磨难的巴特尔桑","有声故事","4-6岁",228
"book_ys46_069","鄂温克族-豪英峰的传说","有声故事","4-6岁",229
"book_ys46_070","鄂温克族-那维猎熊","有声故事","4-6岁",230
"book_ys46_071","鄂温克族-黑龙江和大兴安岭的传说","有声故事","4-6岁",231
"book_hb79_001","超级警探","儿童绘本","7-9岁",232
"book_hb79_002","城堡探险","儿童绘本","7-9岁",233
"book_ys46_063","裕固族-猴媳妇的传说","有声故事","4-6岁",234
"book_ys46_062","藏族-酥油茶的故事","有声故事","4-6岁",235
"book_ys46_061","藏族-迎娶文成公主的传说","有声故事","4-6岁",236
"book_ys46_051","纳西族-蛙将军的故事","有声故事","4-6岁",237
"book_ys46_052","苗族-吃新节的传说","有声故事","4-6岁",238
"book_ys46_053","苗族-太阳山和月亮山的传说","有声故事","4-6岁",239
"book_ys46_054","苗族-苗族先民蚩尤的传说","有声故事","4-6岁",240
"book_ys46_055","苗族-长角苗的传说","有声故事","4-6岁",241
"book_ys46_056","苗族-除恶节的由来","有声故事","4-6岁",242
"book_ys46_057","苗族-香炉山爬坡的传说","有声故事","4-6岁",243
"book_ys46_058","藏族-桑耶寺的故事","有声故事","4-6岁",244
"book_ys46_059","藏族-沐浴节的传说","有声故事","4-6岁",245
"book_ys46_060","藏族-西藏地区茶的来历","有声故事","4-6岁",246
"book_hb79_003","奶奶的帽子","儿童绘本","7-9岁",247
"book_th46_003","儿童经典故事听书5","童话故事","4-6岁",248
"book_th46_017","哈尼族","童话故事","4-6岁",249
"book_th46_018","塔塔尔族","童话故事","4-6岁",250
"book_th46_019","撒拉族","童话故事","4-6岁",251
"book_th46_020","汉族","童话故事","4-6岁",252
"book_th46_021","白族","童话故事","4-6岁",253
"book_th46_022","纳西族","童话故事","4-6岁",254
"book_th46_023","苗族","童话故事","4-6岁",255
"book_th46_024","藏族","童话故事","4-6岁",256
"book_th46_025","裕固族","童话故事","4-6岁",257
"book_th46_026","达斡尔族","童话故事","4-6岁",258
"book_th46_016","俄罗斯族","童话故事","4-6岁",259
"book_th46_015","仫佬族","童话故事","4-6岁",260
"book_th46_014","乌孜别克族","童话故事","4-6岁",261
"book_th46_004","魔法幻境","童话故事","4-6岁",262
"book_th46_005","追梦奇迹","童话故事","4-6岁",263
"book_th46_006","宝莲灯","童话故事","4-6岁",264
"book_th46_007","绿野仙踪","童话故事","4-6岁",265
"book_th46_008","美女与野兽","童话故事","4-6岁",266
"book_th46_009","拇指姑娘","童话故事","4-6岁",267
"book_th46_010","三只小猪","童话故事","4-6岁",268
"book_th46_011","睡美人","童话故事","4-6岁",269
"book_th46_012","小红帽","童话故事","4-6岁",270
"book_th46_013","野天鹅","童话故事","4-6岁",271
"book_th46_027","鄂温克族","童话故事","4-6岁",272
"book_ys46_024","俄罗斯族-狐小妹和狼大哥","有声故事","4-6岁",273
"book_ys46_014","乌孜别克族-乌孜别克族传统衣饰的传说","有声故事","4-6岁",274
"book_ys46_015","乌孜别克族-乌孜别克族婚礼习俗的故事","有声故事","4-6岁",275
"book_ys46_016","乌孜别克族-乌孜别克族饮食的传说","有声故事","4-6岁",276
"book_ys46_017","乌孜别克族-古丽娜莱和阿伊娜莱的故事","有声故事","4-6岁",277
"book_ys46_018","乌孜别克族-拜合热睦王子的故事","有声故事","4-6岁",278
"book_ys46_019","仫佬族-三堆的故事","有声故事","4-6岁",279
"book_ys46_020","仫佬族-刘三姐的故事","有声故事","4-6岁",280
"book_ys46_021","仫佬族-望郎石的故事","有声故事","4-6岁",281
"book_ys46_022","俄罗斯族-一株白桦和三只鹰","有声故事","4-6岁",282
"book_ys46_023","俄罗斯族-木腿熊的故事","有声故事","4-6岁",283
"book_ys46_013","东乡族-赤孜拉妩的由来","有声故事","4-6岁",284
"book_ys46_012","东乡族-葡萄山和高陵峙的传说","有声故事","4-6岁",285
"book_ys46_011","东乡族-旱魃的故事","有声故事","4-6岁",286
"book_th46_028","东乡族","童话故事","4-6岁",287
"book_ys46_001","儿童经典故事听书3","有声故事","4-6岁",288
"book_ys46_002","儿童经典故事听书4","有声故事","4-6岁",289
"book_ys46_003","儿童经典故事听书5","有声故事","4-6岁",290
"book_ys46_004","绿野仙踪","有声故事","4-6岁",291
"book_ys46_005","拇指姑娘","有声故事","4-6岁",292
"book_ys46_006","三只小猪","有声故事","4-6岁",293
"book_ys46_007","睡美人","有声故事","4-6岁",294
"book_ys46_008","小红帽","有声故事","4-6岁",295
"book_ys46_009","东乡族-咪咪的传说","有声故事","4-6岁",296
"book_ys46_010","东乡族-唱“哈利”习俗的由来","有声故事","4-6岁",297
"book_ys13_035","塔吉克族-鹰笛和鹰舞的传说","有声故事","1-3岁",298
"book_ys13_036","壮族-三月三的传说","有声故事","1-3岁",299
"book_ys13_037","壮族-壮锦的故事","有声故事","1-3岁",300
"book_ys13_038","壮族-开秧门的故事","有声故事","1-3岁",301
"book_ys13_034","塔吉克族-莎依甫加玛丽公主的故事","有声故事","1-3岁",302
"book_ys13_033","塔吉克族-慕士塔格峰的传说","有声故事","1-3岁",303
"book_ys13_032","塔吉克族-引水节的传说","有声故事","1-3岁",304
"book_ys13_031","塔吉克族-公主堡的传说","有声故事","1-3岁",305
"book_ys13_030","基诺族-玛黑玛妞的故事","有声故事","1-3岁",306
"book_ys13_029","基诺族-火把节的传说","有声故事","1-3岁",307
"book_ys13_039","壮族-染齿习俗的来历","有声故事","1-3岁",308
"book_ys13_040","壮族-老人厅的来历","有声故事","1-3岁",309
"book_ys13_041","壮族-花围腰的传说","有声故事","1-3岁",310
"book_ys13_051","布朗族-三尾螺簪的故事","有声故事","1-3岁",311
"book_ys13_050","布依族-黄果树瀑布的传说","有声故事","1-3岁",312
"book_ys13_049","布依族-钱财与仁义的故事","有声故事","1-3岁",313
"book_ys13_048","布依族-花溪的传说","有声故事","1-3岁",314
"book_ys13_047","布依族-狗取谷种的传说","有声故事","1-3岁",315
"book_ys13_046","布依族-昼与夜的由来","有声故事","1-3岁",316
"book_ys13_045","布依族-尝新节的传说","有声故事","1-3岁",317
"book_ys13_044","布依族-夜郎自大的故事","有声故事","1-3岁",318
"book_ys13_043","壮族-蚂拐节的来历","有声故事","1-3岁",319
"book_ys13_042","壮族-花山崖壁画的来历","有声故事","1-3岁",320
"book_ys13_028","基诺族-日月花饰的由来","有声故事","1-3岁",321
"book_ys13_026","土族-法师穿裙子的由来","有声故事","1-3岁",322
"book_ys13_025","土族-小徒弟埋宝碗的故事","有声故事","1-3岁",323
"book_ys13_012","保安族-蜂蜜匠的故事","有声故事","1-3岁",324
"book_ys13_011","保安族-大禹治水的传说（二）","有声故事","1-3岁",325
"book_ys13_010","保安族-大禹治水的传说（一）","有声故事","1-3岁",326
"book_ys13_009","保安族-哈比卜的故事","有声故事","1-3岁",327
"book_ys13_008","保安族-三邻舍的故事","有声故事","1-3岁",328
"book_ys13_007","白雪公主","有声故事","1-3岁",329
"book_ys13_006","灰姑娘","有声故事","1-3岁",330
"book_ys13_005","海的女儿","有声故事","1-3岁",331
"book_ys13_004","木偶奇遇记","有声故事","1-3岁",332
"book_ys13_002","儿童经典故事听书2","有声故事","1-3岁",333
"book_ys13_013","哈萨克族-三兄弟放牧的故事","有声故事","1-3岁",334
"book_ys13_014","哈萨克族-狮子、狼和狐狸分猎物的故事","有声故事","1-3岁",335
"book_ys13_024","土族-头戴纽达斗王蟒的传说","有声故事","1-3岁",336
"book_ys13_023","土族-大禹导河保三川的传说","有声故事","1-3岁",337
"book_ys13_022","土族-五峰山的传说","有声故事","1-3岁",338
"book_ys13_021","回族-追姑爷风俗的来历","有声故事","1-3岁",339
"book_ys13_020","回族-赛典赤·瞻思丁斗恶龙","有声故事","1-3岁",340
"book_ys13_019","回族-焉耆马的故事","有声故事","1-3岁",341
"book_ys13_018","回族-汤瓶的故事","有声故事","1-3岁",342
"book_ys13_017","回族-小郑和捉贪官","有声故事","1-3岁",343
"book_ys13_016","回族-回汉自古是亲戚","有声故事","1-3岁",344
"book_ys13_015","哈萨克族-聪明的儿子","有声故事","1-3岁",345
"book_ys13_027","基诺族-基诺族起源的传说","有声故事","1-3岁",346
"book_ys13_052","布朗族-大青石的故事","有声故事","1-3岁",347
"book_th46_002","儿童经典故事听书4","童话故事","4-6岁",348
"book_ys13_087","高山族-达悟人飞鱼之神的传说","有声故事","1-3岁",349
"book_ys13_086","高山族-达悟人造拼板舟的神话","有声故事","1-3岁",350
"book_ys13_085","高山族-达悟人石生人和竹生人的传说","有声故事","1-3岁",351
"book_ys13_084","高山族-布农人的百步蛇传说","有声故事","1-3岁",352
"book_ys13_083","高山族-卑南人的洪水神话","有声故事","1-3岁",353
"book_ys13_082","蒙古族-马头琴的传说","有声故事","1-3岁",354
"book_ys13_081","蒙古族-霍里土默特与天鹅夫人","有声故事","1-3岁",355
"book_ys13_080","蒙古族-五箭训子的故事","有声故事","1-3岁",356
"book_ys13_079","蒙古族-一代天骄成吉思汗","有声故事","1-3岁",357
"book_ys13_078","羌族-萝卜寨的传说","有声故事","1-3岁",358
"book_ys13_088","高山族-阿美人丰年祭的由来","有声故事","1-3岁",359
"book_hb46_001","神奇的彩虹伞","儿童绘本","4-6岁",360
"book_hb46_003","去春游啦","儿童绘本","4-6岁",361
"book_th46_001","儿童经典故事听书3","童话故事","4-6岁",362
"book_hb46_011","野天鹅","儿童绘本","4-6岁",363
"book_hb46_010","小红帽","儿童绘本","4-6岁",364
"book_hb46_009","睡美人","儿童绘本","4-6岁",365
"book_hb46_008","三只小猪","儿童绘本","4-6岁",366
"book_hb46_007","拇指姑娘","儿童绘本","4-6岁",367
"book_hb46_006","美女与野兽","儿童绘本","4-6岁",368
"book_hb46_005","绿野仙踪","儿童绘本","4-6岁",369
"book_hb46_004","宝莲灯","儿童绘本","4-6岁",370
"book_hb46_002","爱上娃娃家","儿童绘本","4-6岁",371
"book_ys13_077","羌族-花围腰的来历","有声故事","1-3岁",372
"book_ys13_065","水族-水书由来的传说（一）","有声故事","1-3岁",373
"book_ys13_063","朝鲜族-花甲宴的由来","有声故事","1-3岁",374
"book_ys13_062","朝鲜族-端午节挂艾蒿习俗的来历","有声故事","1-3岁",375
"book_ys13_061","朝鲜族-朱蒙的故事","有声故事","1-3岁",376
"book_ys13_060","怒族-黑乌鸦的故事","有声故事","1-3岁",377
"book_ys13_059","怒族-树洞里的姑娘","有声故事","1-3岁",378
"book_ys13_058","怒族-井里的金戒指","有声故事","1-3岁",379
"book_ys13_057","布朗族-顾米亚的传说","有声故事","1-3岁",380
"book_ys13_056","布朗族-竹鼠与谷种","有声故事","1-3岁",381
"book_ys13_055","布朗族-祭寨神的起源","有声故事","1-3岁",382
"book_ys13_054","布朗族-瓦房帽的故事","有声故事","1-3岁",383
"book_ys13_053","布朗族-火塘石三角的传说","有声故事","1-3岁",384
"book_ys13_064","朝鲜族-韩石奉母亲教子的故事","有声故事","1-3岁",385
"book_ys13_073","羌族-云云鞋的传说","有声故事","1-3岁",386
"book_ys13_076","羌族-索桥的故事","有声故事","1-3岁",387
"book_ys13_075","羌族-粮食与狗的故事","有声故事","1-3岁",388
"book_ys13_074","羌族-插花的来历","有声故事","1-3岁",389
"book_ys13_072","独龙族-蛤蟆娶媳妇","有声故事","1-3岁",390
"book_ys13_071","独龙族-神箭手普社射虎","有声故事","1-3岁",391
"book_ys13_070","独龙族-孤儿龚干智斗八兄妹","有声故事","1-3岁",392
"book_ys13_069","水族-鱼包韭菜的由来（一）","有声故事","1-3岁",393
"book_ys13_068","水族-端坡赛马的传说（一）","有声故事","1-3岁",394
"book_ys13_067","水族-牙巫和拱恩的造物神话","有声故事","1-3岁",395
"book_ys13_066","水族-水族木楼的传说","有声故事","1-3岁",396
