"ID","TITLE","CATEGORY","AGE","COUNTER"
168,"老秃子","双语阅读","10-12岁",77
169,"带翅膀的勒索信","双语阅读","7-9岁",78
17,"童年","双语阅读","7-9岁",79
170,"终结","双语阅读","7-9岁",80
171,"只是肉而已","双语阅读","10-12岁",81
172,"叛逆者","双语阅读","7-9岁",82
173,"杀人","双语阅读","7-9岁",83
174,"爬上陡坡","双语阅读","7-9岁",84
175,"两个骗子","双语阅读","10-12岁",85
176,"在江户海湾","双语阅读","7-9岁",86
177,"击退登船的人","双语阅读","10-12岁",87
178,"远在他乡","双语阅读","7-9岁",88
179,"女人的刚毅","双语阅读","10-12岁",89
18,"吝啬鬼","双语阅读","10-12岁",90
180,"丢脸先生","双语阅读","7-9岁",91
181,"基斯，老基斯之子","双语阅读","10-12岁",92
182,"在流口水病房里讲的故事","双语阅读","10-12岁",93
183,"生活对我意味着什么","双语阅读","10-12岁",94
184,"当世界还年轻的时候","双语阅读","7-9岁",95
185,"英俊的船舱侍者","双语阅读","7-9岁",96
186,"光脸熊","双语阅读","10-12岁",97
187,"金光","双语阅读","7-9岁",98
188,"莫基","双语阅读","7-9岁",99
189,"世界公敌","双语阅读","7-9岁",100
19,"卡门","双语阅读","10-12岁",101
190,"形体的永恒","双语阅读","7-9岁",102
191,"战争","双语阅读","10-12岁",103
192,"歌利亚","双语阅读","10-12岁",104
193,"以活下去为职责的人","双语阅读","7-9岁",105
194,"那只斑点狗","双语阅读","7-9岁",106
195,"酒后之勇","双语阅读","10-12岁",107
196,"再见，杰克","双语阅读","7-9岁",108
197,"热爱生命","双语阅读","7-9岁",109
198,"北方的奥德赛","双语阅读","10-12岁",110
199,"一块牛排","双语阅读","7-9岁",111
2,"觉醒","双语阅读","7-9岁",112
20,"科隆巴","双语阅读","7-9岁",113
200,"业余爱好者之夜","双语阅读","7-9岁",114
201,"扶乩","双语阅读","10-12岁",115
202,"当艾丽斯向上帝告解","双语阅读","7-9岁",116
203,"拳头","双语阅读","10-12岁",117
204,"唷！唷！唷！","双语阅读","10-12岁",118
205,"空中冒险","双语阅读","10-12岁",119
206,"纳姆－博克，不诚实的人","双语阅读","10-12岁",120
207,"塞缪尔","双语阅读","10-12岁",121
208,"森珀 艾德姆","双语阅读","10-12岁",122
209,"胫骨骨骸","双语阅读","10-12岁",123
21,"双重人格","双语阅读","10-12岁",124
210,"歧途末路","双语阅读","7-9岁",125
211,"在塔斯曼的乌龟旁","双语阅读","7-9岁",126
212,"像古代的阿格斯","双语阅读","7-9岁",127
213,"拳赛","双语阅读","7-9岁",128
214,"一千打","双语阅读","7-9岁",129
215,"铁蹄","双语阅读","10-12岁",130
216,"野性的呼唤","双语阅读","10-12岁",131
217,"马丁 伊登","双语阅读","7-9岁",132
218,"黑人渔夫萨姆历险记","双语阅读","7-9岁",133
219,"魔鬼和汤姆 沃克","双语阅读","10-12岁",134
22,"黑郁金香","双语阅读","10-12岁",135
220,"强盗首领的故事","双语阅读","7-9岁",136
221,"年轻强盗的故事","双语阅读","7-9岁",137
222,"神秘画像的奇遇","双语阅读","7-9岁",138
223,"鬼门关","双语阅读","7-9岁",139
224,"海盗基德","双语阅读","7-9岁",140
225,"迟来的旅客","双语阅读","7-9岁",141
226,"泰拉奇纳的旅店","双语阅读","10-12岁",142
227,"波普金斯历险记","双语阅读","7-9岁",143
228,"德国学生的奇遇","双语阅读","7-9岁",144
229,"英国人历险记","双语阅读","10-12岁",145
23,"变形记","双语阅读","10-12岁",146
230,"矮小考古家的奇遇","双语阅读","10-12岁",147
231,"神秘陌生人的奇遇","双语阅读","7-9岁",148
232,"英国还是男人的国家吗","双语阅读","7-9岁",149
233,"作画","双语阅读","7-9岁",150
234,"回乡","双语阅读","7-9岁",151
235,"真实的自我","双语阅读","10-12岁",152
236,"性的魅力","双语阅读","7-9岁",153
237,"墙上的那些画","双语阅读","10-12岁",154
238,"被文明奴役","双语阅读","10-12岁",155
239,"出人头地","双语阅读","7-9岁",156
24,"秘密花园","双语阅读","10-12岁",157
240,"诺丁汉矿乡杂记","双语阅读","10-12岁",158
241,"白丝袜","双语阅读","7-9岁",159
242,"生病的矿工","双语阅读","10-12岁",160
243,"范妮与安妮","双语阅读","7-9岁",161
244,"两只蓝鸟","双语阅读","7-9岁",162
245,"洗礼","双语阅读","10-12岁",163
246,"太阳","双语阅读","7-9岁",164
247,"母与女","双语阅读","10-12岁",165
248,"英格兰，我的英格兰","双语阅读","7-9岁",166
249,"阿道夫","双语阅读","7-9岁",167
25,"教师","双语阅读","10-12岁",168
250,"美妇人","双语阅读","10-12岁",169
251,"吉米和绝望的女人","双语阅读","7-9岁",170
252,"菊香","双语阅读","7-9岁",171
253,"萨姆森和德莱拉","双语阅读","7-9岁",172
254,"轮到她了","双语阅读","7-9岁",173
255,"骑木马的优胜者","双语阅读","10-12岁",174
256,"公主","双语阅读","10-12岁",175
257,"春天的阴影","双语阅读","10-12岁",176
258,"你摸了我","双语阅读","10-12岁",177
259,"肉中刺","双语阅读","7-9岁",178
26,"地下城","双语阅读","10-12岁",179
260,"玫瑰花园里的暗影","双语阅读","10-12岁",180
261,"狐狸","双语阅读","10-12岁",181
262,"盲人","双语阅读","10-12岁",182
263,"骑马而去的女子","双语阅读","10-12岁",183
264,"格林童话（一）","双语阅读","10-12岁",184
265,"伊索寓言（一）","双语阅读","7-9岁",185
266,"伊索寓言（二）","双语阅读","10-12岁",186
267,"伊索寓言（三）","双语阅读","10-12岁",187
268,"伊索寓言（四）","双语阅读","10-12岁",188
269,"伊索寓言（五）","双语阅读","7-9岁",189
27,"神秘岛","双语阅读","7-9岁",190
270,"年轻的古德曼 布朗","双语阅读","10-12岁",191
271,"小水仙","双语阅读","10-12岁",192
272,"客迈拉","双语阅读","10-12岁",193
273,"西弗尔 埃瑟里奇","双语阅读","10-12岁",194
274,"手稿中的魔鬼","双语阅读","7-9岁",195
275,"古老的泰孔德罗加","双语阅读","7-9岁",196
276,"石人","双语阅读","7-9岁",197
277,"威廉 菲普斯爵士","双语阅读","10-12岁",198
278,"遗孀","双语阅读","10-12岁",199
279,"胎痣","双语阅读","10-12岁",200
28,"从地球到月球","双语阅读","10-12岁",201
280,"坎特伯雷的朝圣者","双语阅读","10-12岁",202
281,"蓓蕾和鸟鸣","双语阅读","10-12岁",203
282,"三个金苹果","双语阅读","7-9岁",204
283,"得了条明眼狗","双语阅读","10-12岁",205
284,"度夏的人们","双语阅读","7-9岁",206
285,"蝴蝶和坦克","双语阅读","10-12岁",207
286,"越野滑雪","双语阅读","10-12岁",208
287,"小小说","双语阅读","10-12岁",209
288,"贵族之家","双语阅读","10-12岁",210
289,"春潮","双语阅读","7-9岁",211
29,"水晶蛋","双语阅读","10-12岁",212
290,"木木","双语阅读","7-9岁",213
291,"罗亭","双语阅读","7-9岁",214
292,"前夜","双语阅读","10-12岁",215
293,"初恋","双语阅读","7-9岁",216
294,"戈迪萨尔二世","双语阅读","10-12岁",217
295,"红房子旅馆","双语阅读","7-9岁",218
296,"神秘的杰作","双语阅读","7-9岁",219
297,"新兵","双语阅读","7-9岁",220
298,"菲尔米亚尼夫人","双语阅读","10-12岁",221
299,"妇女研究","双语阅读","10-12岁",222
3,"小城畸人","双语阅读","7-9岁",223
30,"新型加速剂","双语阅读","10-12岁",224
300,"海滨惨剧","双语阅读","10-12岁",225
301,"妇女再研究","双语阅读","7-9岁",226
302,"长寿药水","双语阅读","10-12岁",227
303,"老姑娘","双语阅读","10-12岁",228
304,"发明家的苦难","双语阅读","10-12岁",229
305,"古物陈列室","双语阅读","7-9岁",230
306,"欧仁妮 葛朗台","双语阅读","7-9岁",231
307,"公务员","双语阅读","7-9岁",232
308,"婚约","双语阅读","10-12岁",233
309,"高老头","双语阅读","10-12岁",234
31,"时光机器","双语阅读","10-12岁",235
310,"莫黛斯特 米尼翁","双语阅读","10-12岁",236
311,"夜阑","双语阅读","10-12岁",237
312,"男爵","双语阅读","10-12岁",238
313,"幸福","双语阅读","10-12岁",239
314,"帕克妈妈的一生","双语阅读","10-12岁",240
315,"一杯茶","双语阅读","10-12岁",241
316,"鸽子先生和鸽子太太","双语阅读","10-12岁",242
317,"雷金纳德的一天","双语阅读","10-12岁",243
318,"唱歌课","双语阅读","10-12岁",244
319,"画册的一页","双语阅读","10-12岁",245
32,"三人同舟","双语阅读","7-9岁",246
320,"陌生人","双语阅读","10-12岁",247
321,"男爵夫人的妹妹","双语阅读","10-12岁",248
322,"心理","双语阅读","7-9岁",249
323,"花园茶会","双语阅读","7-9岁",250
324,"女掌柜","双语阅读","10-12岁",251
33,"懒人闲思录","双语阅读","10-12岁",252
34,"海浪","双语阅读","7-9岁",253
35,"小人物日记","双语阅读","10-12岁",254
36,"雅各布哥哥","双语阅读","7-9岁",255
37,"卡特里奥娜","双语阅读","10-12岁",256
38,"金银岛","双语阅读","10-12岁",257
39,"英国的文艺复兴","双语阅读","7-9岁",258
4,"都柏林人","双语阅读","10-12岁",259
40,"石榴屋童话集","双语阅读","10-12岁",260
401,"寓言一则","双语阅读","10-12岁",261
402,"鬼故事","双语阅读","10-12岁",262
403,"怪物之母","双语阅读","10-12岁",263
404,"一座新比彻教堂","双语阅读","7-9岁",264
405,"魔球小子和坏人","双语阅读","10-12岁",265
406,"乔治·华盛顿外传","双语阅读","7-9岁",266
407,"招供","双语阅读","7-9岁",267
408,"牢骚父亲","双语阅读","7-9岁",268
409,"懦夫盖拉尔德受惩记","双语阅读","10-12岁",269
41,"平凡人和他的妻子","双语阅读","10-12岁",270
410,"德国萨根菲尔德的传说","双语阅读","7-9岁",271
411,"尼亚加拉","双语阅读","7-9岁",272
412,"犹大老爹","双语阅读","10-12岁",273
413,"跛子","双语阅读","7-9岁",274
414,"聪明的兔子","双语阅读","10-12岁",275
415,"科蒙戈树的神圣汁液","双语阅读","7-9岁",276
416,"被偷的白象","双语阅读","7-9岁",277
417,"坏孩子的故事","双语阅读","7-9岁",278
418,"好孩子的故事","双语阅读","10-12岁",279
419,"亚拉的故事","双语阅读","10-12岁",280
42,"悠游度过一天的24小时","双语阅读","10-12岁",281
420,"替身","双语阅读","10-12岁",282
421,"真实的故事","双语阅读","10-12岁",283
422,"我生命的转折点","双语阅读","10-12岁",284
423,"海龟和他的新娘","双语阅读","10-12岁",285
424,"白猿","双语阅读","7-9岁",286
425,"脱胎换骨的人","双语阅读","10-12岁",287
426,"“恐怖统治”时期的一名委员","双语阅读","10-12岁",288
427,"一笔买卖","双语阅读","10-12岁",289
428,"月光","双语阅读","7-9岁",290
429,"晚到的骑兵","双语阅读","7-9岁",291
43,"寻找精神家园","双语阅读","7-9岁",292
430,"插曲","双语阅读","10-12岁",293
431,"我是如何编辑农业报的","双语阅读","10-12岁",294
432,,"双语阅读","7-9岁",295
433,"约翰·霍斯利爵士","双语阅读","10-12岁",296
434,"我们的信","双语阅读","7-9岁",297
435,"自杀事件","双语阅读","7-9岁",298
436,"铜指环","双语阅读","7-9岁",299
437,"奇怪的梦","双语阅读","7-9岁",300
438,"巴伦特雷少爷","双语阅读","10-12岁",301
439,"学发抖的年轻人","双语阅读","10-12岁",302
44,"琐事集","双语阅读","10-12岁",303
440,"阿斯木得和西格尼","双语阅读","10-12岁",304
441,"刽子手","双语阅读","10-12岁",305
442,"哈博基","双语阅读","7-9岁",306
443,"带球人是怎样完成他的任务的","双语阅读","10-12岁",307
444,"弟弟救哥哥","双语阅读","7-9岁",308
445,"一只名叫基萨的猫","双语阅读","7-9岁",309
446,"十月和六月","双语阅读","7-9岁",310
447,"鲁贝察尔","双语阅读","7-9岁",311
448,"想战胜命运的国王","双语阅读","10-12岁",312
449,"一只乌龟的故事和一只淘气猴子的故事","双语阅读","7-9岁",313
45,"芝麻与百合","双语阅读","7-9岁",314
450,"天气寒暄冠军","双语阅读","7-9岁",315
451,"我们庆祝的日子","双语阅读","10-12岁",316
452,"迦梨女神的钻石","双语阅读","7-9岁",317
453,"四十大盗","双语阅读","10-12岁",318
454,"狐狸和拉普人","双语阅读","7-9岁",319
455,"大科尼岛","双语阅读","10-12岁",320
456,"老鼠嫁女","双语阅读","10-12岁",321
457,"尤利乌斯·恺撒之死的“本地报道”","双语阅读","10-12岁",322
458,"鱼骑士","双语阅读","10-12岁",323
459,"高高在上的女士","双语阅读","10-12岁",324
46,"文艺复兴","双语阅读","10-12岁",325
460,"德意志军团里忧郁的轻骑兵","双语阅读","10-12岁",326
461,"美人鱼与男孩","双语阅读","10-12岁",327
462,"城市的骄傲","双语阅读","10-12岁",328
463,"普鲁士军官","双语阅读","7-9岁",329
464,"太阳妹妹","双语阅读","10-12岁",330
465,"林中的睡美人","双语阅读","10-12岁",331
466,"侦探","双语阅读","10-12岁",332
467,"邪恶的狼獾","双语阅读","10-12岁",333
468,"博妻欢心","双语阅读","10-12岁",334
469,"马丁·伯尼的转变","双语阅读","7-9岁",335
47,"漫游东西世界","双语阅读","10-12岁",336
470,,"双语阅读","10-12岁",337
471,"玫瑰对柏树做了什么[1]","双语阅读","7-9岁",338
472,"谁的丈夫更蠢","双语阅读","10-12岁",339
473,"彗星来临","双语阅读","7-9岁",340
474,"无神论者做弥撒","双语阅读","10-12岁",341
475,"法西诺·卡内","双语阅读","10-12岁",342
476,"信使","双语阅读","10-12岁",343
477,"地狱之火","双语阅读","7-9岁",344
478,"地下餐馆和玫瑰花","双语阅读","7-9岁",345
479,"命运的震荡","双语阅读","7-9岁",346
48,"四季随笔","双语阅读","7-9岁",347
480,"汽车等待的时候","双语阅读","7-9岁",348
481,"刎颈之交","双语阅读","10-12岁",349
482,"丢失的琴弦","双语阅读","10-12岁",350
483,"不过是插曲罢了","双语阅读","7-9岁",351
484,"拉里尔舞曲的小提琴手","双语阅读","7-9岁",352
485,"牧羊人之所见：四个月夜的故事","双语阅读","10-12岁",353
486,"乔治·费希尔案","双语阅读","7-9岁",354
487,"蓝胡子","双语阅读","7-9岁",355
488,"灰姑娘，或小玻璃鞋","双语阅读","7-9岁",356
489,"费利西娅与一盆石竹花","双语阅读","10-12岁",357
49,"塞文山驴伴之旅","双语阅读","7-9岁",358
490,"汉塞尔与格莱特","双语阅读","7-9岁",359
491,"小红帽","双语阅读","10-12岁",360
492,"海辛斯王子和可爱小公主","双语阅读","10-12岁",361
493,"侏儒怪","双语阅读","10-12岁",362
494,"雪白与玫瑰红","双语阅读","10-12岁",363
495,"诺罗威的黑公牛","双语阅读","10-12岁",364
496,"勇敢的小裁缝","双语阅读","7-9岁",365
497,"牧鹅姑娘","双语阅读","7-9岁",366
498,"巨人杀手杰克传奇","双语阅读","7-9岁",367
499,"惠廷顿传奇","双语阅读","10-12岁",368
5,"鲁滨孙漂流记","双语阅读","10-12岁",369
50,"我的知识之路","双语阅读","10-12岁",370
500,"穿靴子的猫咪","双语阅读","7-9岁",371
501,"红色的埃廷","双语阅读","7-9岁",372
502,"睡莲花","双语阅读","7-9岁",373
503,"忠实的约翰","双语阅读","10-12岁",374
504,"蟾蜍与钻石","双语阅读","10-12岁",375
505,"海水为什么是咸的","双语阅读","10-12岁",376
506,"老福赛特的印第安之夏","双语阅读","7-9岁",377
507,"莉齐·利","双语阅读","7-9岁",378
508,"追求至美的艺术家","双语阅读","10-12岁",379
509,"被遗弃的女人","双语阅读","7-9岁",380
51,"我的童年","双语阅读","10-12岁",381
510,"一个非洲故事","双语阅读","10-12岁",382
511,"有人影的远景","双语阅读","10-12岁",383
512,"忠贞的公牛","双语阅读","7-9岁",384
513,"毒药","双语阅读","10-12岁",385
514,"阳阳和月月","双语阅读","10-12岁",386
515,"花朵","双语阅读","10-12岁",387
516,"“美中不足”","双语阅读","7-9岁",388
517,"多尔蒂的启发","双语阅读","7-9岁",389
518,"各尽所能","双语阅读","10-12岁",390
519,"牧场上的博皮普夫人","双语阅读","10-12岁",391
52,"凯尔特的薄暮","双语阅读","7-9岁",392
520,"四不像","双语阅读","10-12岁",393
521,"樵夫的命运","双语阅读","7-9岁",394
522,"一些野生动物是怎样被驯服的","双语阅读","7-9岁",395
523,"皮维和卡博","双语阅读","10-12岁",396
524,"纯朴真诚的瓦利·戴德的故事","双语阅读","10-12岁",397
525,"沼泽怪兽","双语阅读","7-9岁",398
526,"精灵姑娘","双语阅读","7-9岁",399
527,"魔法人头","双语阅读","10-12岁",400
528,"四份特别的礼物","双语阅读","7-9岁",401
529,"三只狗","双语阅读","7-9岁",402
53,"小王子","双语阅读","10-12岁",403
530,"六只饥肠辘辘的动物","双语阅读","10-12岁",404
531,"坚强的王子","双语阅读","10-12岁",405
54,"鞋","双语阅读","7-9岁",406
55,"迷人的侧影","双语阅读","10-12岁",407
56,"生活的陀螺","双语阅读","10-12岁",408
57,"新婚的姊妹们","双语阅读","7-9岁",409
575,"灿烂千阳（试读）","双语阅读","7-9岁",410
576,"美军第一狙击手（试读）","双语阅读","7-9岁",411
577,"只是孩子（试读）","双语阅读","10-12岁",412
578,"锅匠，裁缝，士兵，间谍（试读）","双语阅读","7-9岁",413
579,"埃德加的故事（试读）","双语阅读","7-9岁",414
58,"城市佬","双语阅读","7-9岁",415
580,"论利润","双语阅读","10-12岁",416
588,"小说鉴赏(双语修订)(第3版)（试读）","双语阅读","10-12岁",417
59,"华而不实","双语阅读","7-9岁",418
591,"了了（试读）","双语阅读","7-9岁",419
592,"我生命的速度（试读）","双语阅读","7-9岁",420
594,"人生要有承担失去的勇气（试读）","双语阅读","10-12岁",421
596,"骆驼移动图书馆（试读）","双语阅读","7-9岁",422
597,"波斯少年（试读）","双语阅读","7-9岁",423
598,"列侬回忆（试读）","双语阅读","10-12岁",424
599,"当上帝是只兔子（试读）","双语阅读","7-9岁",425
6,"走投无路","双语阅读","10-12岁",426
60,"二十年后","双语阅读","7-9岁",427
601,"被偷走的人生（试读）","双语阅读","7-9岁",428
603,"松林（英文试读）","双语阅读","10-12岁",429
608,"狗的冒险书（试读）","双语阅读","10-12岁",430
609,"下辈子做猫吧（试读）","双语阅读","7-9岁",431
61,"自然调节","双语阅读","7-9岁",432
611,"单身（试读）","双语阅读","10-12岁",433
613,"假装的艺术（试读）","双语阅读","10-12岁",434
614,"玻璃村庄（试读）","双语阅读","10-12岁",435
617,"浪游之歌（试读）","双语阅读","10-12岁",436
618,"百鬼夜行：阴（试读）","双语阅读","10-12岁",437
62,"回合之间","双语阅读","7-9岁",438
624,"罗杰疑案（试读）","双语阅读","10-12岁",439
625,"寓所谜案（试读）","双语阅读","7-9岁",440
626,"斯泰尔斯庄园奇案（试读）","双语阅读","7-9岁",441
628,"思考，快与慢（试读）","双语阅读","10-12岁",442
629,"习惯的力量（试读）","双语阅读","7-9岁",443
63,"口信","双语阅读","7-9岁",444
630,"白化士兵","双语阅读","10-12岁",445
631,"萨塞克斯吸血鬼","双语阅读","7-9岁",446
632,"空屋子","双语阅读","10-12岁",447
633,"第二块血迹","双语阅读","7-9岁",448
634,"四签名","双语阅读","10-12岁",449
635,"恐怖谷","双语阅读","10-12岁",450
636,"巴斯克维尔的猎犬","双语阅读","7-9岁",451
637,"驼背男子","双语阅读","10-12岁",452
638,"最后一案","双语阅读","7-9岁",453
639,"红发俱乐部","双语阅读","10-12岁",454
64,"托宾的手相","双语阅读","10-12岁",455
640,"铜色山毛榉","双语阅读","7-9岁",456
641,"绿宝石王冠","双语阅读","10-12岁",457
642,"红圈会","双语阅读","10-12岁",458
643,"布鲁斯-帕廷顿图纸","双语阅读","10-12岁",459
644,"福尔摩斯谢幕演出","双语阅读","7-9岁",460
646,"雷神桥谜案","双语阅读","10-12岁",461
647,"波希米亚丑闻","双语阅读","10-12岁",462
648,"白额闪电","双语阅读","7-9岁",463
649,"暗红习作","双语阅读","10-12岁",464
65,"三叶草和棕榈树","双语阅读","7-9岁",465
652,"时间回旋（试读）","双语阅读","7-9岁",466
658,"伦敦塔集雨人（试读）","双语阅读","7-9岁",467
66,"爱的牺牲","双语阅读","10-12岁",468
660,"佛教常识答问（试读）","双语阅读","10-12岁",469
662,"江村经济（试读）","双语阅读","10-12岁",470
664,"守门员面对罚点球时的焦虑（试读）","双语阅读","7-9岁",471
665,"哈佛幸福课（试读）","双语阅读","7-9岁",472
666,"中国文明的开始（试读）","双语阅读","7-9岁",473
667,"中国经济改革发展之路（试读）","双语阅读","7-9岁",474
669,"这个世界会好吗（试读）","双语阅读","7-9岁",475
67,"一千美元","双语阅读","7-9岁",476
677,"中国士绅（试读）","双语阅读","7-9岁",477
679,"清醒思考的艺术（试读）","双语阅读","10-12岁",478
68,"闪锌矿的卖主","双语阅读","10-12岁",479
681,"斯皮尔伯格传（试读）","双语阅读","10-12岁",480
682,"黑蜥蜴（试读）","双语阅读","10-12岁",481
685,"四种爱（试读）","双语阅读","7-9岁",482
688,"存在主义简论","双语阅读","7-9岁",483
689,"《圣经》纵览","双语阅读","10-12岁",484
69,"黄狗自传","双语阅读","10-12岁",485
696,"你可以幸福（试读）","双语阅读","10-12岁",486
697,"第三大道这间酒馆（试读）","双语阅读","10-12岁",487
699,"四种爱","双语阅读","7-9岁",488
7,"水仙号上的黑鬼","双语阅读","7-9岁",489
70,"红酋长的赎金","双语阅读","10-12岁",490
71,"绿门","双语阅读","10-12岁",491
72,"带家具出租的房间","双语阅读","10-12岁",492
73,"钟摆","双语阅读","7-9岁",493
74,"警察与赞美诗","双语阅读","10-12岁",494
75,"圣贤的礼物","双语阅读","10-12岁",495
76,"失语漫游","双语阅读","10-12岁",496
77,"丛林中的孩子","双语阅读","7-9岁",497
78,"第五个车轮","双语阅读","10-12岁",498
79,"姑娘和骗局","双语阅读","7-9岁",499
8,"苹果树","双语阅读","10-12岁",500
80,"闪光的金子","双语阅读","7-9岁",501
81,"诗人与乡巴佬","双语阅读","7-9岁",502
82,"安宁的长袍","双语阅读","10-12岁",503
83,"哈里发、丘比特和时钟","双语阅读","7-9岁",504
84,"带天窗的房间","双语阅读","7-9岁",505
85,"一个离奇的故事","双语阅读","7-9岁",506
86,"与睡神抗争","双语阅读","10-12岁",507
87,"恭贺佳节","双语阅读","10-12岁",508
88,"同病相怜","双语阅读","10-12岁",509
89,"决斗","双语阅读","10-12岁",510
9,"劝导","双语阅读","10-12岁",511
90,"最后的行吟诗人","双语阅读","7-9岁",512
91,"最后的处方","双语阅读","7-9岁",513
92,"沙姆罗克 乔尔摩斯历险记","双语阅读","10-12岁",514
93,"“干谷”约翰逊的小阳春","双语阅读","10-12岁",515
94,"公主与美洲狮","双语阅读","7-9岁",516
95,"麦克的赎金","双语阅读","7-9岁",517
96,"巴格达之鸡","双语阅读","7-9岁",518
97,"哈里发和莽汉","双语阅读","10-12岁",519
98,"带磨坊的教堂","双语阅读","7-9岁",520
99,"复活日那天","双语阅读","10-12岁",521
